"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","17266000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","20154000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","14200000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","17929000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","18606000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","26419000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","16835000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","20803000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","22411000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","27564000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","18771000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","21339000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","23384000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","27957000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","16085000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","14928000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","11691000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","17420000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","13652000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","17638000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","27641000000",""
"Ukraine","Acquisitions less disposals of fixed assets: residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","27309000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","26314000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","38658000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","44952000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","60495000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","37481000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","50805000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","56878000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","78658000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","52045000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","68557000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","72355000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","99661000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","58564000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","69003000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","72956000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","102490000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","42518000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","53763000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","63128000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","89562000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","50663000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","75642000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","74164000000",""
"Ukraine","Acquisitions less disposals of fixed assets: machinery and equipment","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","110385000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","17142000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","23487000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","30905000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","51737000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","19268000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","30169000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","39118000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","63171000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","30922000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","47277000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","58091000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","88507000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","41096000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","56313000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","71902000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","111506000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","35690000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","44229000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","57291000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","88426000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","34533000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","55830000000",""
"Ukraine","Acquisitions less disposals of fixed assets non-residential structures","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","73540000000",""
